mukey,hzdept_r,hzdepb_r,sandtotal_r,silttotal_r,claytotal_r,om_r
2639436,31.8,66.3,88.27000000000001,6.9300000000000015,4.8,1.525
2639437,71.0,119.0,21.27777777777778,49.77777777777777,28.944444444444443,0.4166666666666667
2639438,71.0,119.0,21.27777777777778,49.77777777777777,28.944444444444443,0.4166666666666667
2639439,67.42857142857143,90.28571428571429,22.12857142857143,47.87142857142857,30.0,0.42857142857142855
2639440,50.54545454545455,73.18181818181819,23.59090909090909,46.4090909090909,30.0,0.5
2639441,48.7,76.9,64.86,23.990000000000002,11.15,0.475
2639442,62.5,84.1,66.29,23.36,10.35,0.475
2639443,58.18181818181818,82.9090909090909,80.08181818181818,13.054545454545455,6.863636363636363,0.5
2639444,70.875,93.75,73.86250000000001,17.3875,8.75,0.53125
2639445,7.5,22.5,45.2,42.3,12.5,0.875
2639446,7.5,22.5,45.2,42.3,12.5,0.875
2639447,25.125,56.5,47.912499999999994,36.9,15.1875,1.65625
2639448,65.44444444444444,103.22222222222223,56.27777777777778,26.11111111111111,17.61111111111111,0.4166666666666667
2639449,61.2,105.6,51.6,30.3,18.1,0.4
2639450,39.75,83.75,45.3,38.449999999999996,16.25,0.625
2639451,28.428571428571427,54.142857142857146,66.52857142857144,20.042857142857144,13.428571428571429,0.6071428571428571
2639452,28.428571428571427,54.142857142857146,66.52857142857144,20.042857142857144,13.428571428571429,0.6071428571428571
2639453,28.428571428571427,54.142857142857146,66.52857142857144,20.042857142857144,13.428571428571429,0.6071428571428571
2639454,33.1,66.3,60.620000000000005,26.48,12.9,0.625
2639455,31.071428571428573,64.21428571428571,68.52857142857144,21.435714285714287,10.035714285714286,1.1964285714285714
2639456,43.25,64.75,78.82499999999999,14.3,6.875,1.0625
2639457,43.25,64.75,78.82499999999999,14.3,6.875,1.0625
2639458,102.0,152.0,15.0,70.0,15.0,0.25
2639459,102.0,152.0,15.0,70.0,15.0,0.25
2639461,50.8,82.06666666666666,59.16,28.733333333333334,12.133333333333333,1.5333333333333334
2639462,59.375,100.0,68.29375,21.174999999999997,10.53125,0.625
2639463,29.428571428571427,65.42857142857143,43.00714285714286,34.06428571428571,15.785714285714286,5.660714285714286
2639464,47.526315789473685,95.52631578947368,76.48421052631579,15.331578947368422,8.18421052631579,0.7526315789473684
2639465,49.9375,94.25,72.94375,17.93125,9.125,0.78125
2639466,42.0,87.75,77.375,14.375,8.25,0.9375
2639467,46.526315789473685,96.78947368421052,76.33684210526314,15.689473684210524,7.973684210526316,0.9078947368421053
2639468,39.6875,81.5,87.0,8.09375,4.90625,1.984375
2639469,49.5,97.5,86.78,8.47,4.75,0.605
2639470,39.7,98.6,88.11999999999999,6.63,5.25,0.78
2639471,34.666666666666664,84.16666666666667,94.83333333333333,1.5,3.6666666666666665,0.5916666666666667
2639472,30.444444444444443,80.33333333333333,93.37777777777778,2.4,4.222222222222222,1.1722222222222223
2639473,45.0,100.0,87.89999999999999,8.1,4.0,0.5833333333333334
2639474,83.5,219.5,18.3,56.45,25.25,0.375
2639475,83.5,219.5,18.3,56.45,25.25,0.375
2639476,49.13333333333333,97.86666666666666,67.92,23.24666666666667,8.833333333333334,2.0
2639477,50.833333333333336,99.83333333333333,63.23333333333333,26.849999999999998,9.916666666666666,1.5416666666666667
2639481,50.833333333333336,99.83333333333333,63.23333333333333,26.849999999999998,9.916666666666666,1.5416666666666667
2683514,29.625,79.625,89.51249999999999,4.925,5.5625,2.25
2770585,32.0,82.66666666666667,25.566666666666666,36.93333333333334,37.5,4.5
2856646,45.0,95.0,92.25,4.625,3.125,0.46249999999999997
2861387,45.0,95.0,92.25,4.625,3.125,0.46249999999999997
2861389,43.25,93.25,92.25,4.625,3.125,0.46249999999999997
2861391,37.25,87.25,92.5,4.375,3.125,0.46249999999999997
2861497,41.5625,71.5,57.04375,28.58125,14.375,1.296875
2861498,41.06896551724138,72.0,63.53793103448275,21.75862068965517,11.255172413793103,3.2603448275862066
2861499,45.515151515151516,72.6969696969697,59.85757575757576,23.857575757575756,13.254545454545454,2.918181818181818
2861500,48.0,78.93103448275862,57.54137931034482,26.941379310344825,15.517241379310345,0.5862068965517241
2861501,47.275862068965516,78.10344827586206,52.67586206896552,30.513793103448272,16.810344827586206,0.7689655172413793
